4 100000
zzzccacbbab bcbbbaba aaaacac caaabca
cabcbbb bcaa acbaccc zzzcbabaaa
zzzbacccc acab baa ccbaba
ccab zzzcbb bba cc
baaa bcccb acaab zzzabbbc
aacbaab babaaaaa zzzbbccca cbcaac
caaa zzzcb cccc cb
zzzaa cc aac bbbbccb
bcbaacba zzzbbbb aaccbabb cabb
aab baa caac zzzaca
ccaba acacbcac bca zzzbaa
ccac zzzcacc acacacc cccbbb
zzzccaaaaa aba bab babaaca
babc aaac zzzccbabb baacca
cabca aaa bc zzzca
bacccbc aaba zzzbcc abc
abccbbac ccab bab zzzaaab
bc zzzaa baac ccbcaca
babcbaaa zzzcaabcbb caaaabb cc
zzzcbbbaa ccabcb ccbaaab acca
aacc bccbc zzzccac bcca
aca aaccabca zzzacaabc bbcacc
zzzabac bca ccabbc abba
ca baa zzzcb aabcbca
acbcc bca zzzccaaa cabbc
zzzaaabb cbbcb abb aaabacca
ac ac zzzab cbb
ca ccbacb zzzab cb
zzzabbc acbb acbabc acaabb
cabac zzzcaccc abbaabc cbc
abcbabbb zzzcbabaacb aa aac
bbbbccab zzzaa ba abb
zzzcbb baa bcccbb aa
bc ac zzzbca cbc
zzzcabc cbaa ca cab
bcabcbb abbab zzzbbbcabb bcbbaa
babbabab acbaaccc bbccbbbc zzzcabbcacb
bac cacccabc ba zzzccc
accc caaba bbbbcc zzzacaa
bacbb zzzacbbc bcbcbba ccba
ca zzzccaba bbab aaabc
zzzcc acbbbc aaaa bb
zzzccbabbb acccacbc acccaab ccbcaa
zzzabcccca bccabcb ccaccbc baac
ccc bccbcca zzzabbabcc caccbc
abbcab bb baca zzzbccbca
cb baaabccc zzzcb bbbcaaa
bbbbbbbb bcb zzzababbccc aa
zzzbba ccbaba cbb aacbaacc
aaccb bcbbcaaa cabaab zzzcabbaabc
zzzcacaba aaaacc aabaaba acccc
caabbc zzzac aabbbcb bc
zzzab aa bbabbacc cc
cc cccc zzzbccacbaa aabbacaa
zzzaa bbaabba ccba bb
abbbbaba bccca zzzaaaccacc baaccbcb
zzzccca ccbaca abaaab abcb
cc caaaa baacbccc zzzbabbbbcb
zzzccca ccca caabc aa
zzzacac cbcaabac cbbc abccacab
abaccca bccb cbaa zzzacaa
zzzbacabb acbaaa abcaca bbabcac
zzzbac bcacaaac ccb cca
acabbba aacc abbc zzzcaab
cabcbcb aaccba cbaabcab zzzcbbcab
babbcb acbbaa bbaabaa zzzbbbbaa
zzzbbbcb bacbbcb abac ccccb
acbc acac bc zzzbaac
ccbccca cbcabbb zzzacbbb cbbaa
abb zzzbaccb acbbb aaa
zzzabbb cacb ccb babaca
bbbcca zzzbabbac ca bb
bc zzzab cbc bc
bcac cbcc zzzbacc aba
cacbab acaacbb bc zzzccaaba
ccccca cbacba zzzacabaa aaacbb
bbcbbcc zzzbb aa cc
cabcbac aabacbb cabaaa zzzacbccca
zzzccab bcbbccba bacbab aaba
bbcca baabc caba zzzaaabb
zzzcaaa aabbacb accccaba abcc
aaaaaab zzzacbc abb aabb
ababcbca zzzbbc bcbba cba
baaabbcb zzzacccb ccb bacab
zzzbc cccbba bba bb
baacba bcb zzzccbaaa abbaac
zzzcbc cbb ccb abcaccac
babbcba aacabb zzzcbca abcc
aacbbcab ab zzzcb ab
bbcabcca cca zzzabacacc bcbbaab
zzzbccab cc bccabca aaabc
acbabaca bba zzzabc bcc
acaa zzzbbc baa bbacbc
aaaccbc zzzbababbc accbaab cabba
zzzabccbcb cc bbabcba bbbb
zzzbccaccbb abccbac ccc accbbbac
cacb cbbcacb acbbc zzzabbab
bcac bb zzzcabcabc bcacccb
cbaaca accaccac zzzabaccacb ab
bc cbbaa caa zzzab
aba zzzcac cbab cccbcba
ccacaa cbbacab zzzbabbcc bacabc
aacccbcb caacc aa zzzbcbab
zzzbb abaaaaca cb abac
caabcaac caaaca zzzbbbcbb bbcc
abcbcacc zzzbbccacc acbccbc bcbcbab
bbabbb zzzcaacba cba cabba
abb ba cccbc zzzacc
bcbacb cccca cbbbabcc zzzbabbc
baabca zzzbccbaaac bcbbbbab cbacba
aacbabac abcbbba ccabccb zzzbcbaaabc
abbcbc zzzbb cc bca
zzzbcbccbcc bccb bbccabc bacaacba
acacba zzzacca acca cbcc
cbc bbbcbaab zzzcacbc bccaa
bcab zzzbbab bb acbcaacb
cacbbac bacabbc cbabaabc zzzbabbbbcc
zzzccabbaba cbcbbb aabcbbbc cbabccab
cbaccaa ba acbcabc zzzaa
zzzab bccba ab cbbbcaab
bbaaca bc zzzbaac baaa
baaaabac ccaaaa aaac zzzbaab
cbcb zzzcbabb ccbbb abb
aaba aa aabcbc zzzccca
zzzbca acac cca ccbabc
cb cc zzzbbcccca acbacca
ababc baac zzzbbabb aabc
zzzbaac bbcc bbacc bbc
ccabc ab zzzaabbc bccacb
cc zzzccbcb cabbacb cabbc
bbbbcb zzzacbcaaab baabbbcb aaccbbc
ababcac accb bbaccb zzzbbacac
zzzcbacbcca caacbbc aaaccc cacaccba
ab zzzab bccbabcb bbacaa
aaac zzzbbaabbaa bcbbaabc cbccab
cacbbc accb cabaacac zzzbbac
acabc ab zzzcab cba
caaccca zzzcbababb cbabbbc aaba
cc cccbcb bc zzzaccaac
bbbb bbcb cbbaba zzzbbba
bab abcbbb zzzabcaba baab
babca ccbcaa zzzbccac caabacb
zzzbc bbcba bcbbaa ca
acc acbcb bacabcb zzzcca
zzzaccacaab acaa bbbaacbc ccba
bbc cba zzzcbbaabc accbcbc
ababacb bbb zzzabbaaac bccbaa
caacaa bacbaaaa acaab zzzcacacbaa
ccaabca caba zzzacaacca aaab
ca cbc aaacb zzzbbb
zzzccaacaca baaaaabc accba aa
bc cccabcc ccabcaca zzzccbabba
ba babacc zzzaacbaa cbb
cb abccbb cab zzzaac
acbbaa zzzabacbc bbbcaacc bbaccabc
ccac bcb bcbcbcbb zzzbcca
ccaaabba bbca zzzcb cb
bacccc zzzbabb aacb ab
zzzbcbbbbba cabac ab baabaccc
bbcaa zzzaabbb acacbcab cbcbab
bcbb zzzbcab aa abbc
zzzba cca accab ac
ac zzzba aab accbabcb
aacbaa zzzaca abc aabccc
abbac caa bacabb zzzacb
abac baababc aaab zzzcbbb
zzzcaacbcaa cc acacacbc accaab
zzzacbcbcbb aaa aaccabaa cb
bc ca cabb zzzcbcb
aabcac bcaaacba zzzaabcaaba accbcccc
cccabcc acb ba zzzbc
zzzaba bba bac aa
bcbbccb cbaaca zzzac ca
bccbbc aacccb zzzac ac
bcacabbb abcbcabc cabaabc zzzbabcbcbc
cbcaca baacaacc bcabb zzzabacbc
zzzcbaaa acb cabbc bcc
zzzbaabbbaa ababaccc cabb bca
babcba zzzcaabb accbc aabbc
caa zzzcca aaababb bac
acbaa ccbacbca zzzbb aa
zzzbccacb bccbca cbbbcca aaac
babac zzzcabbcbbc acba ccbcabab
caab bba caac zzzabcb
ab abbcca zzzbccabb cb
zzzcbaabcc bbabacb aaa abcca
abbb aacbb ba zzzcccac
bc aaa ac zzzbc
bcabc ac zzzababb aacca
cbab cbbbacaa zzzabcb acaaabaa
ccccbba ba bcbaa zzzcccbc
zzzbaaaca cbccac bbcaa caaaab
zzzcaacabb bcbb acbbbaaa accacab
zzzcabcaa bb baccbb aaa
acaacca ca abbbaab zzzab
accbca abbbbcc zzzaabccab caabb
bbcbc zzzcacab abbbcbb abab
ba ab zzzacbbcc aacbba
aacccb acbaba cabcbcb zzzbbbbabb
abac bccaca baaaba zzzabccba
babcacc zzzbbcabcca ababacaa aabacab
cbaab abab aaaa zzzaaac
zzzcbaaac ccbcac bb bbba
bacaacbc cc zzzabbabc cabcac
zzzbabbccc bacbcbc cbacb aacbbb
aacc cbaaaca cca zzzbcc
ccaab ac cbabcca zzzaa
zzzbcaabc cababc bbbcbc caacbc
ccccbaa bbabc zzzcbaabaa ccbaabcb
zzzcccbbcbc cbbcc aacaacbc cabbaacb
ccc bbbcc zzzaabcc cca
zzzabcabaa aaaabaac aac ccacaaa
abccccaa abcacbab zzzbc ca
bc aacb accbccba zzzaaacacbc
cbaab abbbbacb bccbabbc zzzcbaaa
aca bbcbbbca cacca zzzbcbaa
aab zzzcbacc cbccc abbbcab
aaacb acc zzzbba ccab
zzzbabacb abaabaa aabb cbabab
bc bbcaab bbbccaca zzzabaaccbc
ac cbbbbbb baaac zzzbcbabbb
cbaab zzzbabaabca cbbcabac cbaabcaa
cbb cca zzzbcaabac bcaabca
acba cbb abbbbacb zzzacbbacba
aabccbbb zzzccc aab caac
zzzaabcbac cba bcaaabb caac
cbbcc cc zzzab cbac
aaccbbc zzzbbbbbcaa cababaab cbac
cabbccb acaabccc caccba zzzaacbcb
bcbcbac zzzaabcbbb cbcb bc
cb caabbacb bbbacca zzzcc
zzzcb cbabcbc bc ccaabacc
cbca bca zzzcaaaaac bacaccc
acbbccb ab zzzcaa acb
zzzacacaab bbccb caccbba bcabccaa
zzzaaaccab baa bc babccca
abcbcaac ca zzzcab aca
abbcaaa bc bababc zzzaaabba
ab zzzab ba acbbcab
zzzaccaac cbacc babcba ac
zzzaacccaaa bac bcbaabcb aaa
acab zzzcccabcb babcacc bacbc
zzzcbcbcab ccaacab aabbb ac
ccaa zzzabac bb baa
zzzbbbbbac caccbc aaab bbbbcba
acbbb cbb zzzcbb bbab
bbcc bbcbcab zzzacab bccbbbac
aa abbaaacb ccacbb zzzbabcab
baaabba abacabc zzzaaaaaca bacbaa
aaccac aacccba zzzaabaca bcbaa
baabaab cbcb bbaa zzzaccacba
ccabb bbb zzzcba bb
cbb zzzbbb cb cc
babccac bca ccbcac zzzcaa
ccccbaba abcacb zzzaccbbc aa
bcccbbbb zzzbaabbccc aacbccca cccbcaba
acaba cbc aabca zzzccb
zzzbb bbccac cb bccaa
abcbbcb cbbbb ababba zzzbaaacb
bbbcacb zzzaa ac acaacc
aaaaaaaa zzzccccaaac bb cbbbbc
bac cba zzzcbb baaabbcc
bbacc cbabaab cc zzzbbcab
abbac zzzbaa cac bba
ccba ab abab zzzccca
zzzbbccaca bab aacaaabb bccaaab
bca zzzaaccbcaa baccacac ba
cac zzzabc bac aca
baaaa ab zzzac acbaab
abaccbca zzzba cccba ca
bacca cbc cbab zzzbbba
ccab zzzabcc cc caca
ccaca acbcb ca zzzbb
aaa zzzbbb cacbb acb
bcabccc bac aaac zzzbcbbbab
zzzabc cba bcaaabb cacbc
cabbcbb acba abcabc zzzaaac
ccaacbbb aca ccccaba zzzbac
ccaa abacb zzzbbaa acca
cabcca zzzbcc bbb bc
accacb zzzbb caababb ca
bbccacb cabacaba cc zzzaabbbccb
ca zzzcb acccabb ca
accb zzzbcbac babcaa abcaa
baccca babccb zzzacbbcb caabc
zzzbabcb abcca abbbcac baaba
aba cacbbbac acba zzzbaba
babca cbcbab zzzcabcba abacabab
zzzba aa aabaac bb
zzzaca caccbc bbc aa
acabcb zzzaaaa ccab aaccac
aaccab ccc bccccbb zzzcabbaaa
cbbbbc zzzcbbbac abbca ba
bcab cbac zzzccaac bbcab
cac abbaa bbcaaacb zzzacb
zzzbcbbcbac abbccbca abbccca bbacccb
cb ca zzzbcacb ccaaa
zzzccbc ccaa aa cacc
zzzcaa cca babac baccca
zzzbabcbb caaaa cbbb cbccac
ac zzzbccca cbaaaacb bbcab
zzzba acabc cb baaaba
accaacbb zzzbbacccac bccacb bcaaaacc
zzzabcbb aacbacc acb baccb
bbbb zzzbccc cbaacc cbcaaacb
zzzcbcaa ccaa acbc bbabc
zzzabcccccc ccaacaaa ca caccaaa
cacaaba ccc cba zzzbab
bcc zzzccaacaac bc aabbbcaa
zzzaccb cbbb bca abcccb
bbabab baac zzzaccacc aacbab
baabcbca caabcbaa zzzabcbbbc abcaabc
ccbbac zzzcb ab abccaca
ccaab bca zzzabbcb ccaccaac
caaa baacbbb zzzbbcacc aaaabc
cbbbbbcb zzzacabcbcc ccbaacc bcabbccc
zzzaaaaacc bacbcc cbcabbc acacb
cbbccaba abac cbbbcab zzzbbaaaabb
bbcccbba baca zzzbabc babbbcab
zzzccbaaa bbbaab acbacb acacbac
bbccac zzzccabbc bbbaacab aacba
zzzcbcc cccabc bbcc bbcbca
cccaa bababacc zzzbccca abc
aaaca bab cbbacbab zzzbabaa
babc zzzcbab bbb abcbcabc
cbcacaac cc zzzccbccab bcbbbac
abaa cbbccc zzzbacaba bbcb
zzzcacbbbcb cbbbaac abbc acbcacac
zzzab cc cc bbcbaaa
baaa cbaaba zzzba aa
bb cbabb zzzbcbca bcab
babc aaaaab zzzaacbcbbb bbbbaccb
zzzcabaaccb bba bbccc cacabcca
acaa zzzcbab cabbcaca baab
acbccb zzzbababc bcc ccccb
cbacaaa zzzacbaacca bccaabbc bbccb
zzzcbcabbbb cbbaab acccac babbbbaa
cacabac cababa zzzccababb caccbc
cbbbbb zzzacaccb bac bca
cbaccabb ab aabccc zzzacaaaa
zzzaabbaaaa aacab acabbbba baba
bc acc abc zzzcca
abc zzzbca bc aaacaac
baaa ccc abbabac zzzbbab
bcbcc bac bccbacc zzzccccb
cca caa bc zzzaab
cabc zzzbac cbc cca
bccc caacbccb caa zzzacab
cbaac zzzccacba bbcacc cbacaa
bbc zzzaacbcb bbbba bbbabb
babccc zzzaabab acbbc abbcb
bbbbacaa acbbcb zzzaabacabc bbbcbaac
zzzabacb bcab ccaaa cbababb
ba acacacc ccbbb zzzcbacaba
zzzcbcbabcb aaa aaaba cababbcc
cbab ccbbc bbbbbba zzzccabbcc
zzzbccb acaab bcb cbca
baccacc zzzbccacca babacaa cabbc
abcc abccb zzzbaca caaaccc
zzzbcbaac bccb abcabba cbcccb
zzzbbaccb abccccca ba acbbcc
bb ca accaacb zzzccbbacc
cacc ccbacb cccca zzzbbcaba
bab babbbbb abcbc zzzcbbabbb
ab caacca cbbacb zzzaa
bbbabcbb zzzbabcab acccca caa
cbbaaaa zzzaa ca bbb
zzzaacbbb cbaaaa bacbcc cbabab
zzzca aa caaab bca
zzzab abb cbaccab cb
zzzbcbaacc ccaabaa acbcbbc bbb
zzzbaabccaa abcb aa babbbbbb
zzzbc abbabc ab ab
abba zzzac cbacabbc bc
cbab bcaabc zzzaabb bcaaabaa
ababaac ca zzzac bbca
zzzacbbcc bcccac bcbabc babcac
bca zzzbca bab cbcba
zzzcbc bbbbbc abb cccacaac
bb cbb abc zzzca
bcaac aaaa bbcccba zzzacbb
ababcb abbba cac zzzbbcbb
ccccc cabbb zzzbbcba baccacaa
ccccbb zzzba cccbbb cc
zzzbbcbba acac abcccbb acacab
cababbc zzzaaa cacc bab
abcacbb zzzccabbaa abbccbac cc
abca bb zzzcc ac
ba bcccca bbccb zzzbcaabc
abcbb bccc zzzaca cac
ccacab babccabc ab zzzcccaca
acabc bcacb bcc zzzbcbbb
cabbb bba cbbacca zzzccbac
acbb zzzaaacbcab ca abbbabab
aab zzzcba ca aca
zzzcbabaac acb baabb aabbbab
bbcbcbc cbccabbc zzzaaaaaaa ba
zzzcaaaaccc cabc cbcaba cababcca
cbbbbbba zzzcababccc ccccacc acaac
baacccab abccab ac zzzbcbbaa
bcbb bc zzzca babc
bcacbac zzzcbacca bccabc bcac
accba zzzaaccbba acbbbbb cabccbcc
aba accacabc zzzababaacb ca
zzzccaba cabaccca cc abbbc
baaacca zzzcabca aacca caccaaa
ccb bcaba zzzbca acbc
caacaba zzzcbcccba baaacaba aabba
ccaabbbb ccaabbba cba zzzcbbccbbc
cb zzzcc cb bccaba
abbacbcb aca zzzcacbbaac bba
abccacc ccaca caaab zzzccbbaab
zzzabac baaa abbb caaca
cbabcba ab bacabb zzzbccaca
zzzbaacc abbca acccc cccbccbb
ab aabba zzzccbbc baa
bcacaa acbab ccbccac zzzacaba
cccbacaa bbacaa ab zzzbacccacc
ababcaac bc zzzaacb aaca
cb abbccbcb zzzab bbc
bb zzzcbbbcc bbcbcc bacc
bc ababac zzzaaaacb bbcbbcac
bcbca caaaba zzzacbca bcbcbca
zzzac acbc baccaccc bc
cbc caaa zzzabcacc acaaac
ccaaca zzzabca acaa cabba
acaaa bbacaaab acccb zzzcaccb
aaabca cbcabbcb zzzabbcbb bbcccccb
zzzaca bbbab bab bbc
aaaa bca zzzaacc cbabacab
bacbb ac ccccbcba zzzcbabbcab
zzzcaaaaba aca bcc acacccb
accca zzzbacab bbb ccacca
bbb cbcaabc babcaac zzzbaccbcb
bbabc zzzcac baab bbc
zzzca ac ccccbaa cacc
zzzcbbabbc bbac ccaa ccaabaa
zzzaaaca acacc aac abca
zzzccb bac cacacacc bab
baa zzzaacbaa babbcb ccba
ccbbaaa cb zzzaaaabcb cbbbaba
bc aa zzzba ccc
cacaabbb bccaccac bacaaabb zzzbbacccbb
caaab zzzcbabc bbcba ccba
zzzababbc aaaa bbc bccbca
zzzaccacbb abbacab bacccba ba
caca zzzaabccb cbcbab accaacaa
aca accccb acabcba zzzbbacbc
bcc ba zzzcca aac
zzzaabaca baacba aabba cbb
aacbbc zzzbaacbb baabbc bcacac
aab zzzbcbacb cbaaca acabca
abbcbbb acaab aab zzzccaab
ccbaaab ccaccaa zzzacbbcaa aacbcbbb
zzzbbcabca aac babbcbc bab
zzzccbca ab cbbcc bacca
babacccc aaaaba zzzaabbbbac bbab
cbbcba ac abbbabaa zzzabbabbbc
zzzab bb aabab bcaccc
zzzaa abbbb cc acca
cbac abbb acbc zzzcbba
zzzbbc cab accbca bcabb
zzzbaaabccc aaccabac cbabcbc bbbbc
cabcacb bc zzzaccbccc bbaacbcb
zzzcb cb bc abcbaac
babcaacc zzzccc cbac ccb
aba bba zzzaab caacbcb
cbaacac aabaca cacbca zzzcbbabb
bbaabccc zzzcbacabc abcabbc baccac
aacbab accbbcb aacaab zzzcbbbacc
baaa abaacb zzzcccb bbab
zzzaccbc bcbb caabb abac
abcac ab babcb zzzcabba
zzzaabcbcab abcbabba bcca accaabbb
zzzccaa cccb abbcbb acb
ccbbbb ccbcabbc bacbac zzzabbbac
aaababc bbb bccc zzzbccb
zzzabbcaaa aac bcaa bbcaaac
baacbcc zzzabbbbbca ca bbbcbcbb
bbaccb cacaaacb cabb zzzacbc
bcbccaa baabb bba zzzcbc
bacaa zzzacbc bbaccbb aaac
cab caaac zzzbaa bbcca
bcabc zzzaacca bacbc cbbb
babc cac abc zzzbbb
bab bcac acc zzzaab
cacccaba zzzccabcac bcaaaca babc
ccb zzzcba abcbcc aac
cbca ccc cbbc zzzcbac
zzzcbcc ababaaa ccca caaacca
cabcb acc zzzaac abb
babc acbacbab bcaabcb zzzbbccacb
zzzab bbacaabc bc cbab
zzzcac caabbcca ccbcb ccc
zzzbbbcabcc bbabacba caa abccbbab
zzzcbabcc ccbcaa aabcca ca
zzzccb ac aca ccbbbb
cb caabcacb bbbbba zzzca
zzzbbbcaa cbcaaacb bacccb cbcbaa
acbccb zzzbb bccacb ac
cab zzzbac cca ccca
ac aa zzzac bbb
bcccb bcabbbb ccbabcb zzzcaacb
zzzbcaabba ccccabb cbccbb aaaba
bbca zzzbbaabcbb cbbb bccaabbb
zzzabacabcc cbccaa abacbbaa acccbca
aba abccc zzzaca bbbac
abbba bcc zzzcaaaacc cbaccba
cc zzzabbb accb abac
cccbbb ccba zzzcbccbb abc
acb babbc zzzcc ca
ccbbbbca aacbbbac zzzcbcbbbbb bb
zzzbacbaba ccbabccb cbccbca abcbbaaa
zzzcabc ccac cbcb bbcbabc
bbabccbb acac cccc zzzcacc
bbbbbbca cacccac bb zzzabbbccc
zzzbaa ca bca bcabcac
bbbc ccabb zzzacab accabc
abbbbbbc zzzbcaababa bbccaa abc
cbba zzzcabc bbbbaaaa acccbbac
bbcbbbab ca bbacc zzzaaabb
zzzcb ac aa aa
aaaaa cabab abbabbbc zzzccaca
cbcbcabc ba bccacc zzzacaaaabb
ccacca baaa ababcac zzzbcaacbb
zzzaacaa bbccb caca abb
acccac bbcababa abbaabc zzzbcacac
cbcc baabacb zzzcbababa bbbaaaa
cbbacab aacaa zzzabacccc caabaa
zzzca cbaa aaba ac
zzzacaabcaa abcaacbb cbaabacc cabcacb
ab zzzabacbc abbaaa ab
babaccc zzzbccba bbbb cbbbb
abb ccca aababcba zzzbcab
aaacbacb zzzcbccbaac cbac acc
ccccba zzzbcab abbaca caba
cbabba ba aab zzzab
ba aacacb caccbaa zzzcc
cacbabc accbac zzzabbbcba cacca
abbaaacb zzzcbbaab caaacb abbaa
aacbbc zzzbcacbc baacbcab aabacbab
zzzcaa cca aabaa babcacc
ac cacacc cbcbab zzzca
abacbac ac bccca zzzaabab
zzzbc cb baa bbbbcbcc
abaccc caabc zzzaacaac aa
zzzbbba accb cbbbcb ab
acbaba acaa zzzcac bab
zzzbbcc cbba ca accb
abbb cbcbba zzzcaccac bcbcbabc
zzzabaa ccccccc acba bbbb
zzzacabcb bccbabcb bbccbc baa
zzzbbccab aab acccbc aaabcaac
acaaaba zzzbbb ccaa aba
zzzccbc bcb aaac aabc
abcacbc cacbbbbc zzzbaccccc cc
cbbccb ccbbc ba zzzbcbba
zzzaba abba ab abc
abccb zzzccacb ccabb cabcbcc
zzzaa bb ab aacacc
babccbba cab acbb zzzcbcbcaaa
abc zzzacb bcaaab ccabbaaa
caa bbaa cabcbcb zzzbbcb
bca cccbca cc zzzcab
abacac ac zzzbabbc bccac
cabac cacbac zzzcabcc cab
cc acb caacbb zzzaa
bba ababbb zzzaaacbc cbccab
bacc caa aaac zzzaab
cccccca ccc zzzbba caaaca
zzzcc caa baaa cb
bcacbc zzzcaabb aacacccc bacaa
aaabacc bacb zzzbbca baa
cb zzzbaaacbbc cacaacab bbacac
aaaaba zzzababab abbaab abcabbba
ba zzzcb ba cc
caca ccbcb cbbba zzzbaacb
zzzbcaccb aacbbc cacaab aaa
bca ab zzzaa abcb
caabac zzzcbacac ccacbcc aba
baaacc zzzaaabcc bb cbaaca
zzzbbbc aaab caba babbba
acbbb zzzacbcc baaba bbbac
ccaacaca bcbacca zzzaaaaabcb bbccaccc
caab cacbaccc bac zzzbaba
zzzcabbc babbbaca cb bbcba
abcaca bb babaa zzzca
acab zzzcac bcb ccccb
zzzbabb cbccbc ac baab
ccbc bbaabbca abacbb zzzabac
acbc cc aacbbcab zzzaaccbbaa
ab zzzbacabc aac acabcc
zzzcb cacaca aa bbbbaca
bbaacccb ba ba zzzaa
zzzac bbc ba bb
zzzba bccbaabb aa accc
ac zzzcc ccb bca
caa zzzbc ca caccbabb
cac cbaabacc zzzaabacccc cacabaaa
zzzabaaaaba cb cbbacbbc abaaabb
ba aaccaac zzzac ac
baba ccbababa baccaac zzzacccbaac
zzzbc bc bb ca
bcbbb zzzbcacc abccabc bcbc
zzzabbacac abaacac bcb abbaba
aaacbbcb zzzbba abc ccabb
bcba babcb zzzbabcbaba bbababca
bcbaa bbabbba zzzbcbcaaa abc
bccbb cb bbbacc zzzcaaaa
acc ccaaaba zzzbcbcacb aabcab
abcabbb caacab zzzbbabcc baac
bba babc bbcc zzzcbca
cccb zzzaa bbcaaaa ca
acbbc cccb zzzacbbba aaabba
baacca zzzcba abb bccb
bcaabba zzzcaaa cbaaaa accb
acbbbc baacc zzzbcacb accaa
abab zzzccab aabca abacaab
zzzcabbbb bacacca accba caaccb
zzzacabaac cccbbaaa bbc ccbaabb
zzzaacbac cbacc bcbbab aabba
abcbccbc bacbb ba zzzba
zzzabb cab bbbbcbbb cabcb
caccbcca cbcc accb zzzbabb
caca bbcb zzzcabb abbcba
zzzccaabbaa abc cbccabbb baaabc
bba cab caaaaa zzzaba
cc acac zzzac cbaaacca
ac zzzca baaaaaa aa
baccbbbc bca cc zzzbcbcbbba
zzzbba aba bcb babab
zzzbaac cc bba bacb
zzzbab bab cbaccab cbac
acba cacbbaa bc zzzacbb
bccbcb aa zzzcbaccb babbbc
ababb aabcbac zzzabbccc caabab
zzzbabab baabbbba baabc caaaa
zzzaa aabcba aa ccbb
cba cbcc baccbaa zzzabccabc
abccca zzzbc cc ccbacc
cab zzzbab acaac ba
cccbb zzzba bb ac
zzzccb acbbccbb acb accac
zzzabcaca ca aabbbc bac
zzzbbbccaab cacbbcac ccbccbab bbcca
cabbcc zzzcabab cccbc aaccbc
cbcaa zzzbcbcbc bbc bbbcaa
aca ccabccb zzzaaccaab abaabc
zzzbaabbc cbcbca cbbca cbbb
zzzbabc abcacbb aacc bc
bcccbba bbcababc zzzbbaba bcacc
zzzbccaab aacb ba caacab
zzzabbbbca acccc cabccaa baccacaa
zzzaa ac abcb acac
ab zzzbacaba cbacbc accbba
bc zzzbbbc cabb caacb
baca ab aaacc zzzabba
zzzbbcaaa caabb ababba acbcaccb
zzzaaccbaba cbaabcab aabca ac
bbc aaa bbbacacb zzzaccabacb
zzzbcbccbc ccacbab ca babbaaa
cc acc baacacb zzzbba
acb bbabc zzzcaaca cb
ac cbacccb bab zzzcbcacca
zzzbbccbcbc baca aa accaabcc
aaac zzzbbaccaca bcabbc aabababb
zzzccaaac accc ccaabb abaccc
bbcaa cbabaa zzzcabac ababcb
bbbbb aaaaccb zzzccbab abacbcc
zzzcccba acccc acabcac aac
aaca zzzabbaaaa caababb cbcabaa
zzzacacb ccabcaab bbcab cccaa
baab cccc bcbbcbcc zzzcacb
zzzbcaba acaca cbbcabb ac
zzzbaaaabab cab abcaa cbabbcaa
aabcaab zzzabcabca cab accbba
zzzab aa bbcbbacb bcac
zzzccbbbab abbabcb cbcb aaa
zzzaccccb cacb bccacc bbaabc
zzzcab abc bbca bccaacca
cacacaa zzzbbacbbc bcccc acbbcc
cabcbbcb bcb cbb zzzccb
aba aa zzzba ac
cacac bccabb cccbaa zzzabbcac
bbb aaca babb zzzbbbc
aaacbac zzzbc cacacbb bc
zzzaaba baba bcaccab caaccacc
abbbcbca bbacccc zzzaaaaabac bbccb
cabaac zzzbb ca bbbbcbc
zzzbbbac bcbbb cab aabca
zzzabbacb cacabc bacacb bcaaabb
ac cbbba zzzab bc
cbcc cbab zzzbabb abcaca
abbccccb bccacc zzzbcbccb cabcbacc
ab zzzbb ab acabcaa
zzzcbbaaac babcaab baaa aaabbbb
zzzbccacb bcab cbbcca bbbbaa
bcaab abcaac zzzaaaacb acbcac
acaaa zzzbcaac aacbb babaabb
cbaccc bc ca zzzcc
cbaaab bb ccaacabb zzzcb
zzzcaccbab bcabacbb abbacba abbccccb
ac cccbba zzzccbccaca aaaacbac
bbaca aa babbcc zzzba
zzzbacccaa acccbac accaaaa cac
cbacaaa baca zzzbbbabbc bcbccbca
bc zzzcccbbb aabbb aaaccb
aa bcaacaa zzzbbbabab accba
zzzbcab cbbbcaa aaa abac
cccc cccbbba zzzaaaba abcab
cccabbcc cccbcb caacba zzzcbcccbca
cc caba bbcbbab zzzca
baabbccb bcc zzzabb aaaabca
acaaba bcaabbac ccc zzzbba
cacaca bc zzzbcab bbba
bcabb accaaa zzzbba caa
bbccbbba cbbcaac zzzabcaccba bbacabab
cacca zzzccbaacb cacaaca abcabb
zzzabcccb aaa cba aaaaca
cccb zzzbc aa cbbba
zzzccaabbc cab bbbcbcb aababab
baccbb caba zzzcbaaab abac
cbcbbac zzzabaccbac cbcaabba aaa
bcca zzzaaacccc acbb ccacbaa
zzzbb ca bac bbabab
bb zzzbccca aabcaa abbcb
ccacca aaabcaab zzzcbcccbaa bcbc
ab abcc ccbb zzzcaab
bccaca bacbacbb bcabcb zzzbaabac
cabcacc abacc zzzaaaca cbaacb
bacca zzzacbbb bbaab bbcaa
zzzac abccbc acba ac
acbaab ba ab zzzac
zzzba cabbbcca ba cb
acaa aabba cbb zzzbaba
aac bbacbb zzzaaccba aacabb
ccbbbca baa zzzccccbcb abbabc
zzzaaabbabc bcc cccabbb caaccaab
bcab cabbccc caaba zzzcacba
zzzbcacaba ccbabca aa acac
caacb zzzab bccaa aa
babcbbb bccb zzzaacc bccabba
